"word","LikeCount","Recent","Topic"
"535","pens","Low Popularity","Low Priority","Comparison"
"536","fridge","Low Popularity","Low Priority","Comparison"
"537","magnets","Low Popularity","Low Priority","Comparison"
"538","cups","Low Popularity","Low Priority","Comparison"
"539","phone","Low Popularity","Low Priority","Comparison"
"540","stands","Low Popularity","Low Priority","Comparison"
"541","business","Low Popularity","Low Priority","Comparison"
"542","cards","Low Popularity","Low Priority","Comparison"
"543","frisbees","Low Popularity","Low Priority","Comparison"
"544","goodies","Low Popularity","Low Priority","Comparison"
"545","pricing","Low Popularity","Low Priority","Comparison"
"546","comparisons","Low Popularity","Low Priority","Comparison"
"547","ship","Low Popularity","Low Priority","Comparison"
"548","australia","Low Popularity","Low Priority","Comparison"
"549","button","Low Popularity","Low Priority","Comparison"
"550","shirts","Low Popularity","Low Priority","Comparison"
"551","cool","Low Popularity","Low Priority","Comparison"
"552","fill","Low Popularity","Low Priority","Comparison"
"553","video","Low Popularity","Low Priority","Comparison"
"554","decided","Low Popularity","Low Priority","Comparison"
"555","teespring","Low Popularity","Low Priority","Comparison"
"556","printful","Low Popularity","Low Priority","Comparison"
"557","customcat","Low Popularity","Low Priority","Comparison"
"558","difficult","Low Popularity","Low Priority","Comparison"
"559","started","Low Popularity","Low Priority","Comparison"
"560","dude","Low Popularity","Low Priority","Comparison"
"561","awesome","Low Popularity","Low Priority","Comparison"
"562","video","Low Popularity","Low Priority","Comparison"
"563","questions","Low Popularity","Low Priority","Comparison"
"564","platform","Low Popularity","Low Priority","Comparison"
"565","recommend","Low Popularity","Low Priority","Comparison"
"566","starting","Low Popularity","Low Priority","Comparison"
"567","form","Low Popularity","Low Priority","Comparison"
"568","scratch","Low Popularity","Low Priority","Comparison"
"569","fanbase","Low Popularity","Low Priority","Comparison"
"570","ultimate","Low Popularity","Low Priority","Comparison"
"571","goal","Low Popularity","Low Priority","Comparison"
"572","hundred","Low Popularity","Low Priority","Comparison"
"573","bucks","Low Popularity","Low Priority","Comparison"
"574","extra","Low Popularity","Low Priority","Comparison"
"575","month","Low Popularity","Low Priority","Comparison"
"576","wanna","Low Popularity","Low Priority","Comparison"
"577","start","Low Popularity","Low Priority","Comparison"
"578","creating","Low Popularity","Low Priority","Comparison"
"579","content","Low Popularity","Low Priority","Comparison"
"580","youtube","Low Popularity","Low Priority","Comparison"
"581","channel","Low Popularity","Low Priority","Comparison"
"582","wondering","Low Popularity","Low Priority","Comparison"
"583","tips","Low Popularity","Low Priority","Comparison"
"584","advice","Low Popularity","Low Priority","Comparison"
"585","custom","Low Popularity","Low Priority","Comparison"
"586","tags","Low Popularity","Low Priority","Comparison"
"587","shirt","Low Popularity","Low Priority","Comparison"
"588","logo","Low Popularity","Low Priority","Comparison"
"589","upfront","Low Popularity","Low Priority","Comparison"
"590","cost","Low Popularity","Low Priority","Comparison"
"591","heard","Low Popularity","Low Priority","Comparison"
"592","teespring","Low Popularity","Low Priority","Comparison"
"593","doesn","Low Popularity","Low Priority","Comparison"
"594","charge","Low Popularity","Low Priority","Comparison"
"595","printiul","Low Popularity","Low Priority","Comparison"
"596","true","Low Popularity","Low Priority","Comparison"
"597","video","Low Popularity","Low Priority","Comparison"
"598","slogans","Low Popularity","Low Priority","Comparison"
"599","lined","Low Popularity","Low Priority","Comparison"
"600","start","Low Popularity","Low Priority","Comparison"
"601","shirt","Low Popularity","Low Priority","Comparison"
"602","business","Low Popularity","Low Priority","Comparison"
"603","dilemma","Low Popularity","Low Priority","Comparison"
"604","choosing","Low Popularity","Low Priority","Comparison"
"605","company","Low Popularity","Low Priority","Comparison"
"606","started","Low Popularity","Low Priority","Comparison"
"607","viralstyle","Low Popularity","Low Priority","Comparison"
"608","facebook","Low Popularity","Low Priority","Comparison"
"609","video","Low Popularity","Low Priority","Comparison"
"610","helped","Low Popularity","Low Priority","Comparison"
"611","comparisons","Low Popularity","Low Priority","Comparison"
"612","offer","Low Popularity","Low Priority","Comparison"
"613","teespring","High Popularity","Low Priority","Comparison"
"614","offers","High Popularity","Low Priority","Comparison"
"615","item","High Popularity","Low Priority","Comparison"
"616","choices","High Popularity","Low Priority","Comparison"
"617","https","Low Popularity","Low Priority","Comparison"
"618","teespring","Low Popularity","Low Priority","Comparison"
"619","wear","Low Popularity","Low Priority","Comparison"
"620","peanuts","Low Popularity","Low Priority","Comparison"
"621","101971","Low Popularity","Low Priority","Comparison"
"622","front","Low Popularity","Low Priority","Comparison"
"623","helps","High Popularity","Low Priority","Comparison"
"624","speed","High Popularity","Low Priority","Comparison"
"625","video","High Popularity","Low Priority","Comparison"
"626","helpful","Low Popularity","Low Priority","Comparison"
"627","video","Low Popularity","Low Priority","Comparison"
"628","wondered","Low Popularity","Low Priority","Comparison"
"629","stickers","Low Popularity","Low Priority","Comparison"
"630","sell","Low Popularity","Low Priority","Comparison"
"631","shopify","Low Popularity","Low Priority","Comparison"
"632","site","Low Popularity","Low Priority","Comparison"
"633","instagram","Low Popularity","Low Priority","Comparison"
"634","combination","Low Popularity","Low Priority","Comparison"
"635","dude","Low Popularity","Low Priority","Comparison"
"636","story","Low Popularity","Low Priority","Comparison"
"637","action","Low Popularity","Low Priority","Comparison"
"638","figures","Low Popularity","Low Priority","Comparison"
"639","original","Low Popularity","Low Priority","Comparison"
"640","worth","Low Popularity","Low Priority","Comparison"
"641","money","Low Popularity","Low Priority","Comparison"
"642","yeah","Low Popularity","Low Priority","Comparison"
"643","love","Low Popularity","Low Priority","Comparison"
"644","teespring","Low Popularity","Low Priority","Comparison"
"645","printful","Low Popularity","Low Priority","Comparison"
"646","review","Low Popularity","Low Priority","Comparison"
"647","designed","Medium Popularity","Low Priority","Comparison"
"648","teespring","Medium Popularity","Low Priority","Comparison"
"649","didn","Medium Popularity","Low Priority","Comparison"
"650","campaigns","Medium Popularity","Low Priority","Comparison"
"651","estimated","Medium Popularity","Low Priority","Comparison"
"652","thinking","Medium Popularity","Low Priority","Comparison"
"653","lifetime","Medium Popularity","Low Priority","Comparison"
"654","advertise","Medium Popularity","Low Priority","Comparison"
"655","market","Medium Popularity","Low Priority","Comparison"
"656","discovered","Medium Popularity","Low Priority","Comparison"
"657","tons","Medium Popularity","Low Priority","Comparison"
"658","complaints","Medium Popularity","Low Priority","Comparison"
"659","business","Medium Popularity","Low Priority","Comparison"
"660","bureau","Medium Popularity","Low Priority","Comparison"
"661","site","Medium Popularity","Low Priority","Comparison"
"662","judging","Medium Popularity","Low Priority","Comparison"
"663","risk","Medium Popularity","Low Priority","Comparison"
"664","produce","Medium Popularity","Low Priority","Comparison"
"665","design","Medium Popularity","Low Priority","Comparison"
"666","shirt","Medium Popularity","Low Priority","Comparison"
"667","youtube","Medium Popularity","Low Priority","Comparison"
"668","commentator","Medium Popularity","Low Priority","Comparison"
"669","delivery","Medium Popularity","Low Priority","Comparison"
"670","period","Medium Popularity","Low Priority","Comparison"
"671","tracking","Medium Popularity","Low Priority","Comparison"
"672","country","Medium Popularity","Low Priority","Comparison"
"673","happened","Medium Popularity","Low Priority","Comparison"
"674","days","Medium Popularity","Low Priority","Comparison"
"675","ability","Medium Popularity","Low Priority","Comparison"
"676","touch","Medium Popularity","Low Priority","Comparison"
"677","time","Medium Popularity","Low Priority","Comparison"
"678","wait","Medium Popularity","Low Priority","Comparison"
"679","ahead","Medium Popularity","Low Priority","Comparison"
"680","slow","Medium Popularity","Low Priority","Comparison"
"681","human","Medium Popularity","Low Priority","Comparison"
"682","contact","Medium Popularity","Low Priority","Comparison"
"683","real","Medium Popularity","Low Priority","Comparison"
"684","customers","Medium Popularity","Low Priority","Comparison"
"685","list","Medium Popularity","Low Priority","Comparison"
"686","beginning","Medium Popularity","Low Priority","Comparison"
"687","shipping","Medium Popularity","Low Priority","Comparison"
"688","printing","Medium Popularity","Low Priority","Comparison"
"689","company","Medium Popularity","Low Priority","Comparison"
"690","reaches","Medium Popularity","Low Priority","Comparison"
"691","marketing","Medium Popularity","Low Priority","Comparison"
"692","appears","Medium Popularity","Low Priority","Comparison"
"693","pride","Medium Popularity","Low Priority","Comparison"
"694","actual","Medium Popularity","Low Priority","Comparison"
"695","people","Medium Popularity","Low Priority","Comparison"
"696","deal","Medium Popularity","Low Priority","Comparison"
"697","nice","Low Popularity","Low Priority","Comparison"
"698","designs","Low Popularity","Low Priority","Comparison"
"699","luck","Low Popularity","Low Priority","Comparison"
"700","business","Low Popularity","Low Priority","Comparison"
"701","review","Low Popularity","Low Priority","Comparison"
"702","printful","Low Popularity","Low Priority","Comparison"
"703","sounds","Low Popularity","Low Priority","Comparison"
"704","options","Low Popularity","Low Priority","Comparison"
"705","customers","Low Popularity","Low Priority","Comparison"
"706","size","Low Popularity","Low Priority","Comparison"
"707","prints","Low Popularity","Low Priority","Comparison"
"708","reasons","Low Popularity","Low Priority","Comparison"
"709","shopify","Low Popularity","Low Priority","Comparison"
"710","info","Low Popularity","Low Priority","Comparison"
"711","mail","Low Popularity","Low Priority","Comparison"
"712","addresses","Low Popularity","Low Priority","Comparison"
"713","sell","Low Popularity","Low Priority","Comparison"
"714","offers","Low Popularity","Low Priority","Comparison"
"715","provious","Low Popularity","Low Priority","Comparison"
"716","nice","Low Popularity","Low Priority","Comparison"
"717","idea","Low Popularity","Low Priority","Comparison"
"718","image","Low Popularity","Low Priority","Comparison"
"719","dimensions","Low Popularity","Low Priority","Comparison"
"720","quality","Low Popularity","Low Priority","Comparison"
"721","prints","Low Popularity","Low Priority","Comparison"
"722","start","Low Popularity","Low Priority","Comparison"
"723","taking","Low Popularity","Low Priority","Comparison"
"724","instagram","Low Popularity","Low Priority","Comparison"
"725","site","Low Popularity","Low Priority","Comparison"
"726","video","Low Popularity","Low Priority","Comparison"
"727","artwork","Low Popularity","Low Priority","Comparison"
"728","draw","Low Popularity","Low Priority","Comparison"
"729","frames","Low Popularity","Low Priority","Comparison"
"730","cross","Low Popularity","Low Priority","Comparison"
"731","shirts","Low Popularity","Low Priority","Comparison"
"732","business","Low Popularity","Low Priority","Comparison"
"733","tspring","Low Popularity","Low Priority","Comparison"
"734","insight","Low Popularity","Low Priority","Comparison"
